127.0.0.1 - - [24/Jul/2023:21:06:44 -0300] "GET / HTTP/1.1" 404 764
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:44 -0300] "GET /ProjetoTrilhaWeb/pages/admin/index.html HTTP/1.1" 200 970
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:44 -0300] "GET /ProjetoTrilhaWeb/css/admin.css HTTP/1.1" 200 3778
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:44 -0300] "GET /ProjetoTrilhaWeb/js/admin.js HTTP/1.1" 200 1329
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:44 -0300] "GET /ProjetoTrilhaWeb/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:44 -0300] "GET /ProjetoTrilhaWeb/js/jquery-ui.js HTTP/1.1" 200 529159
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:45 -0300] "GET /ProjetoTrilhaWeb/pages/admin/general/header.html HTTP/1.1" 200 970
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:45 -0300] "GET /ProjetoTrilhaWeb/pages/admin/general/footer.html HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:45 -0300] "GET /ProjetoTrilhaWeb/imgs/logo.png HTTP/1.1" 200 109630
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:51 -0300] "GET /ProjetoTrilhaWeb/pages/admin/product/ HTTP/1.1" 200 1504
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:51 -0300] "GET /ProjetoTrilhaWeb/js/product.js HTTP/1.1" 200 3144
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:53 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:06:53 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 483
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:11 -0300] "POST /ProjetoTrilhaWeb/rest/produto/inserir HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:11 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 394
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:11 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7077
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:11 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5925
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:11 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-icons_ef8c08_256x240.png HTTP/1.1" 200 4670
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:11 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 200 376
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:11 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 436
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:11 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 200 458
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:12 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 200 317
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:40 -0300] "POST /ProjetoTrilhaWeb/rest/produto/inserir HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:44 -0300] "GET /ProjetoTrilhaWeb/pages/admin/index.html?txtbusca=multiuso HTTP/1.1" 200 970
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:48 -0300] "GET /ProjetoTrilhaWeb/js/product.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:49 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:49 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 730
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:58 -0300] "GET /ProjetoTrilhaWeb/css/admin.css HTTP/1.1" 200 3778
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:58 -0300] "GET /ProjetoTrilhaWeb/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [24/Jul/2023:21:07:58 -0300] "GET /ProjetoTrilhaWeb/css/admin.css HTTP/1.1" 200 3778
